,LocalFavor,VisitFavor,LocalContra,VisitContra,LocalRoja,VisitRoja,LocalAmarilla,VisitAmarilla,LocalCorner,VisitCorner,LocalTiros,VisitTiros,LocalFaltas,VisitFaltas,Resultado,FTG,Corner10,Ambos,UO_0.5,UO_1.5,UO_2.5,UO_3.5,UO_4.5
0,1.0,2.4,2.3,0.9,0.1,0.0,1.4,1.5,5.6,6.7,3.8,7.8,10.4,7.3,0,3,1,0,1,1,1,0,0
1,2.5,1.2,0.8,1.9,0.1,0.1,1.8,2.5,6.8,3.5,6.7,3.8,10.3,11.8,1,3,1,1,1,1,1,0,0
2,1.4,1.5,1.5,2.4,0.1,0.1,1.9,2.1,7.1,4.2,5.2,3.4,13.3,10.4,0,2,1,1,1,1,0,0,0
3,1.6,1.3,1.4,2.5,0.1,0.0,1.9,1.8,7.1,4.1,5.9,3.0,11.5,11.7,1,5,1,1,1,1,1,1,1
4,1.2,1.3,0.9,1.9,0.0,0.1,1.7,2.2,5.1,5.3,5.0,4.9,11.1,10.7,0,1,1,0,1,0,0,0,0
5,1.0,1.1,3.0,1.7,0.2,0.1,2.5,1.7,4.1,3.9,3.8,3.8,11.0,12.0,0,1,0,0,1,0,0,0,0
6,2.6,1.5,1.2,1.7,0.1,0.1,1.7,2.4,5.9,6.3,6.5,4.5,9.8,10.6,1,6,1,1,1,1,1,1,1
7,1.5,1.9,1.8,1.8,0.1,0.1,1.9,2.5,4.8,5.2,4.5,4.9,9.1,11.5,0,4,-1,1,1,1,1,1,0
8,2.3,1.9,1.4,1.3,0.1,0.2,2.4,2.1,6.1,6.5,6.5,5.4,10.6,12.3,0,2,-1,1,1,1,0,0,0
9,1.6,1.3,1.5,1.8,0.0,0.1,1.9,2.6,7.8,3.1,6.1,3.9,9.6,12.7,1,1,1,0,1,0,0,0,0
10,1.4,0.8,1.6,2.5,0.1,0.1,1.5,2.4,4.3,3.4,3.9,3.0,10.7,11.3,1,3,1,1,1,1,1,0,0
11,1.6,1.4,1.3,1.6,0.1,0.1,1.9,2.7,5.9,4.9,4.5,4.6,9.5,11.1,0,3,0,0,1,1,1,0,0
12,2.6,1.4,0.9,2.1,0.1,0.1,1.4,2.3,8.6,5.4,9.2,4.6,12.0,13.3,1,4,1,1,1,1,1,1,0
13,1.4,1.3,1.6,1.8,0.1,0.1,2.6,2.8,5.2,3.8,4.4,5.0,12.4,10.3,0,5,-1,1,1,1,1,1,1
14,2.0,1.4,1.4,1.6,0.1,0.1,2.1,2.3,7.2,4.1,6.4,4.1,10.9,11.3,1,2,1,0,1,1,0,0,0
15,2.7,1.9,0.8,2.1,0.1,0.0,1.2,2.3,8.2,4.3,6.8,4.7,7.8,10.4,1,1,-1,0,1,0,0,0,0
16,2.5,0.9,1.5,1.7,0.1,0.1,2.5,2.4,6.0,4.6,5.5,3.5,11.2,13.0,1,4,1,0,1,1,1,1,0
17,1.6,1.7,1.5,1.9,0.1,0.1,1.9,3.1,4.7,4.6,4.5,4.8,10.2,12.8,1,4,1,1,1,1,1,1,0
18,1.9,2.3,1.4,0.7,0.1,0.1,1.9,1.5,5.4,6.7,5.1,5.3,12.0,10.3,0,1,-1,0,1,0,0,0,0
19,2.3,1.3,1.4,2.5,0.1,0.0,2.4,1.8,6.1,4.1,6.5,3.0,10.6,11.7,1,3,0,0,1,1,1,0,0
20,1.4,1.9,1.5,1.8,0.1,0.1,1.9,2.5,7.1,5.2,5.2,4.9,13.3,11.5,0,2,-1,0,1,1,0,0,0
21,2.5,1.3,0.8,1.9,0.1,0.1,1.8,2.2,6.8,5.3,6.7,4.9,10.3,10.7,0,4,1,1,1,1,1,1,0
22,1.5,1.1,1.8,1.7,0.1,0.1,1.9,1.7,4.8,3.9,4.5,3.8,9.1,12.0,0,2,1,1,1,1,0,0,0
23,1.2,1.3,0.9,1.8,0.0,0.1,1.7,2.6,5.1,3.1,5.0,3.9,11.1,12.7,0,1,-1,0,1,0,0,0,0
24,1.6,1.2,1.5,1.9,0.0,0.1,1.9,2.5,7.8,3.5,6.1,3.8,9.6,11.8,1,5,1,1,1,1,1,1,1
25,1.6,1.5,1.4,2.4,0.1,0.1,1.9,2.1,7.1,4.2,5.9,3.4,11.5,10.4,0,4,1,1,1,1,1,1,0
26,1.0,1.5,2.3,1.7,0.1,0.1,1.4,2.4,5.6,6.3,3.8,4.5,10.4,10.6,0,4,0,1,1,1,1,1,0
27,1.0,2.4,3.0,0.9,0.2,0.0,2.5,1.5,4.1,6.7,3.8,7.8,11.0,7.3,0,3,1,1,1,1,1,0,0
28,2.6,1.9,1.2,1.3,0.1,0.2,1.7,2.1,5.9,6.5,6.5,5.4,9.8,12.3,0,3,1,1,1,1,1,0,0
29,1.5,1.5,1.9,2.4,0.0,0.1,1.9,2.1,6.6,4.2,4.4,3.4,11.6,10.4,0,3,1,1,1,1,1,0,0
30,1.0,0.9,3.0,1.7,0.2,0.1,2.5,2.4,4.1,4.6,3.8,3.5,11.0,13.0,0,4,0,1,1,1,1,1,0
31,1.5,1.4,1.8,2.1,0.1,0.1,1.9,2.3,4.8,5.4,4.5,4.6,9.1,13.3,0,4,-1,1,1,1,1,1,0
32,1.0,1.9,2.3,1.8,0.1,0.1,1.4,2.5,5.6,5.2,3.8,4.9,10.4,11.5,0,7,1,1,1,1,1,1,1
33,2.3,1.2,1.4,1.9,0.1,0.1,2.4,2.5,6.1,3.5,6.5,3.8,10.6,11.8,0,1,-1,0,1,0,0,0,0
34,2.7,1.3,0.8,1.9,0.1,0.1,1.2,2.2,8.2,5.3,6.8,4.9,7.8,10.7,1,6,-1,1,1,1,1,1,1
35,1.6,1.9,1.4,2.1,0.1,0.0,1.9,2.3,7.1,4.3,5.9,4.7,11.5,10.4,1,4,-1,1,1,1,1,1,0
36,1.9,1.3,1.4,1.8,0.1,0.1,1.9,2.6,5.4,3.1,5.1,3.9,12.0,12.7,1,5,-1,1,1,1,1,1,1
37,2.6,1.5,0.9,1.7,0.1,0.1,1.4,2.4,8.6,6.3,9.2,4.5,12.0,10.6,1,3,0,0,1,1,1,0,0
38,2.5,1.4,0.8,1.6,0.1,0.1,1.8,2.3,6.8,4.1,6.7,4.1,10.3,11.3,1,4,1,1,1,1,1,1,0
39,1.4,1.9,1.6,1.3,0.1,0.2,2.6,2.1,5.2,6.5,4.4,5.4,12.4,12.3,0,4,-1,1,1,1,1,1,0
40,2.5,1.1,1.5,1.7,0.1,0.1,2.5,1.7,6.0,3.9,5.5,3.8,11.2,12.0,1,4,-1,1,1,1,1,1,0
41,1.6,1.3,1.3,2.5,0.1,0.0,1.9,1.8,5.9,4.1,4.5,3.0,9.5,11.7,1,1,-1,0,1,0,0,0,0
42,1.6,1.3,1.5,1.8,0.0,0.1,1.9,2.8,7.8,3.8,6.1,5.0,9.6,10.3,0,4,-1,1,1,1,1,1,0
43,2.0,0.8,1.4,2.5,0.1,0.1,2.1,2.4,7.2,3.4,6.4,3.0,10.9,11.3,1,3,1,1,1,1,1,0,0
44,1.6,2.4,1.5,0.9,0.1,0.0,1.9,1.5,4.7,6.7,4.5,7.8,10.2,7.3,0,4,1,1,1,1,1,1,0
45,2.6,1.4,1.2,1.6,0.1,0.1,1.7,2.7,5.9,4.9,6.5,4.6,9.8,11.1,1,1,1,0,1,0,0,0,0
46,1.4,1.7,1.5,1.9,0.1,0.1,1.9,3.1,7.1,4.6,5.2,4.8,13.3,12.8,0,0,-1,0,0,0,0,0,0
47,1.2,2.3,0.9,0.7,0.0,0.1,1.7,1.5,5.1,6.7,5.0,5.3,11.1,10.3,0,1,1,0,1,0,0,0,0
48,1.4,1.2,1.6,1.8,0.1,0.3,1.5,2.3,4.3,3.9,3.9,3.6,10.7,12.1,0,2,-1,1,1,1,0,0,0
49,1.9,1.3,1.4,1.9,0.1,0.1,1.9,2.2,5.4,5.3,5.1,4.9,12.0,10.7,0,0,-1,0,0,0,0,0,0
50,1.5,1.3,1.9,1.8,0.0,0.1,1.9,2.6,6.6,3.1,4.4,3.9,11.6,12.7,0,2,1,1,1,1,0,0,0
51,2.7,1.2,0.8,1.9,0.1,0.1,1.2,2.5,8.2,3.5,6.8,3.8,7.8,11.8,1,2,1,0,1,1,0,0,0
52,1.5,0.9,1.8,1.7,0.1,0.1,1.9,2.4,4.8,4.6,4.5,3.5,9.1,13.0,0,4,-1,1,1,1,1,1,0
53,1.0,1.4,2.3,1.6,0.1,0.1,1.4,2.3,5.6,4.1,3.8,4.1,10.4,11.3,0,1,1,0,1,0,0,0,0
54,2.5,1.9,0.8,1.8,0.1,0.1,1.8,2.5,6.8,5.2,6.7,4.9,10.3,11.5,0,4,1,1,1,1,1,1,0
55,1.6,1.4,1.4,2.1,0.1,0.1,1.9,2.3,7.1,5.4,5.9,4.6,11.5,13.3,1,4,-1,1,1,1,1,1,0
56,2.3,1.5,1.4,1.7,0.1,0.1,2.4,2.4,6.1,6.3,6.5,4.5,10.6,10.6,0,1,1,0,1,0,0,0,0
57,2.6,1.5,0.9,2.4,0.1,0.1,1.4,2.1,8.6,4.2,9.2,3.4,12.0,10.4,1,4,1,1,1,1,1,1,0
58,1.0,1.9,3.0,2.1,0.2,0.0,2.5,2.3,4.1,4.3,3.8,4.7,11.0,10.4,0,8,-1,0,1,1,1,1,1
59,2.5,1.3,1.5,1.8,0.1,0.1,2.5,2.8,6.0,3.8,5.5,5.0,11.2,10.3,1,7,-1,1,1,1,1,1,1
60,1.4,2.3,1.5,0.7,0.1,0.1,1.9,1.5,7.1,6.7,5.2,5.3,13.3,10.3,0,4,1,0,1,1,1,1,0
61,1.2,1.3,0.9,2.5,0.0,0.0,1.7,1.8,5.1,4.1,5.0,3.0,11.1,11.7,0,3,-1,1,1,1,1,0,0
62,1.6,1.1,1.5,1.7,0.0,0.1,1.9,1.7,7.8,3.9,6.1,3.8,9.6,12.0,0,1,1,0,1,0,0,0,0
63,2.6,1.2,1.2,1.8,0.1,0.3,1.7,2.3,5.9,3.9,6.5,3.6,9.8,12.1,1,2,-1,0,1,1,0,0,0
64,1.6,0.8,1.5,2.5,0.1,0.1,1.9,2.4,4.7,3.4,4.5,3.0,10.2,11.3,1,2,1,0,1,1,0,0,0
65,1.4,2.4,1.6,0.9,0.1,0.0,2.6,1.5,5.2,6.7,4.4,7.8,12.4,7.3,1,3,-1,1,1,1,1,0,0
66,2.0,1.9,1.4,1.3,0.1,0.2,2.1,2.1,7.2,6.5,6.4,5.4,10.9,12.3,1,3,1,1,1,1,1,0,0
67,1.4,1.4,1.6,1.6,0.1,0.1,1.5,2.7,4.3,4.9,3.9,4.6,10.7,11.1,0,2,1,1,1,1,0,0,0
68,1.6,1.7,1.3,1.9,0.1,0.1,1.9,3.1,5.9,4.6,4.5,4.8,9.5,12.8,0,2,-1,0,1,1,0,0,0
69,1.5,1.2,1.9,1.8,0.0,0.3,1.9,2.3,6.6,3.9,4.4,3.6,11.6,12.1,0,3,1,1,1,1,1,0,0
70,1.5,1.9,1.9,1.8,0.0,0.1,1.9,2.5,6.6,5.2,4.4,4.9,11.6,11.5,0,1,1,0,1,0,0,0,0
71,1.0,1.7,2.3,1.9,0.1,0.1,1.4,3.1,5.6,4.6,3.8,4.8,10.4,12.8,0,5,0,1,1,1,1,1,1
72,1.2,1.4,0.9,2.1,0.0,0.1,1.7,2.3,5.1,5.4,5.0,4.6,11.1,13.3,1,3,1,0,1,1,1,0,0
73,1.6,0.8,1.3,2.5,0.1,0.1,1.9,2.4,5.9,3.4,4.5,3.0,9.5,11.3,1,4,1,1,1,1,1,1,0
74,1.6,1.4,1.5,1.6,0.0,0.1,1.9,2.7,7.8,4.9,6.1,4.6,9.6,11.1,1,3,1,1,1,1,1,0,0
75,1.9,1.2,1.4,1.9,0.1,0.1,1.9,2.5,5.4,3.5,5.1,3.8,12.0,11.8,0,0,0,0,0,0,0,0,0
76,1.6,1.9,1.4,1.3,0.1,0.2,1.9,2.1,7.1,6.5,5.9,5.4,11.5,12.3,0,4,-1,1,1,1,1,1,0
77,1.6,1.9,1.5,2.1,0.1,0.0,1.9,2.3,4.7,4.3,4.5,4.7,10.2,10.4,0,4,-1,1,1,1,1,1,0
78,1.4,1.5,1.6,1.7,0.1,0.1,2.6,2.4,5.2,6.3,4.4,4.5,12.4,10.6,0,2,1,1,1,1,0,0,0
79,2.5,2.4,0.8,0.9,0.1,0.0,1.8,1.5,6.8,6.7,6.7,7.8,10.3,7.3,1,1,-1,0,1,0,0,0,0
80,2.6,0.9,0.9,1.7,0.1,0.1,1.4,2.4,8.6,4.6,9.2,3.5,12.0,13.0,1,2,1,0,1,1,0,0,0
81,1.4,1.3,1.5,1.8,0.1,0.1,1.9,2.6,7.1,3.1,5.2,3.9,13.3,12.7,0,3,1,1,1,1,1,0,0
82,1.5,1.2,1.8,1.8,0.1,0.3,1.9,2.3,4.8,3.9,4.5,3.6,9.1,12.1,1,3,0,0,1,1,1,0,0
83,2.7,1.3,0.8,1.8,0.1,0.1,1.2,2.8,8.2,3.8,6.8,5.0,7.8,10.3,1,3,-1,1,1,1,1,0,0
84,2.6,1.1,1.2,1.7,0.1,0.1,1.7,1.7,5.9,3.9,6.5,3.8,9.8,12.0,1,4,1,0,1,1,1,1,0
85,1.4,1.3,1.6,2.5,0.1,0.0,1.5,1.8,4.3,4.1,3.9,3.0,10.7,11.7,0,4,-1,1,1,1,1,1,0
86,2.3,2.3,1.4,0.7,0.1,0.1,2.4,1.5,6.1,6.7,6.5,5.3,10.6,10.3,0,4,-1,1,1,1,1,1,0
87,1.0,1.4,3.0,1.6,0.2,0.1,2.5,2.3,4.1,4.1,3.8,4.1,11.0,11.3,0,3,-1,1,1,1,1,0,0
88,2.5,1.5,1.5,2.4,0.1,0.1,2.5,2.1,6.0,4.2,5.5,3.4,11.2,10.4,1,5,1,1,1,1,1,1,1
89,2.0,1.3,1.4,1.9,0.1,0.1,2.1,2.2,7.2,5.3,6.4,4.9,10.9,10.7,1,2,-1,0,1,1,0,0,0
90,1.9,1.9,1.4,1.8,0.1,0.1,1.9,2.5,5.4,5.2,5.1,4.9,12.0,11.5,0,3,1,1,1,1,1,0,0
91,2.3,1.4,1.4,1.6,0.1,0.1,2.4,2.7,6.1,4.9,6.5,4.6,10.6,11.1,0,2,1,0,1,1,0,0,0
92,2.5,0.8,0.8,2.5,0.1,0.1,1.8,2.4,6.8,3.4,6.7,3.0,10.3,11.3,1,5,-1,0,1,1,1,1,1
93,1.4,1.2,1.5,1.8,0.1,0.3,1.9,2.3,7.1,3.9,5.2,3.6,13.3,12.1,1,3,1,1,1,1,1,0,0
94,1.4,1.9,1.6,2.1,0.1,0.0,2.6,2.3,5.2,4.3,4.4,4.7,12.4,10.4,0,4,1,1,1,1,1,1,0
95,1.6,0.9,1.5,1.7,0.1,0.1,1.9,2.4,4.7,4.6,4.5,3.5,10.2,13.0,0,1,-1,0,1,0,0,0,0
96,2.5,1.3,1.5,2.5,0.1,0.0,2.5,1.8,6.0,4.1,5.5,3.0,11.2,11.7,1,4,0,1,1,1,1,1,0
97,1.6,1.3,1.4,1.9,0.1,0.1,1.9,2.2,7.1,5.3,5.9,4.9,11.5,10.7,0,2,0,1,1,1,0,0,0
98,2.6,1.2,0.9,1.9,0.1,0.1,1.4,2.5,8.6,3.5,9.2,3.8,12.0,11.8,1,3,1,0,1,1,1,0,0
99,1.6,2.4,1.5,0.9,0.0,0.0,1.9,1.5,7.8,6.7,6.1,7.8,9.6,7.3,0,3,1,0,1,1,1,0,0
100,1.6,1.4,1.3,1.6,0.1,0.1,1.9,2.3,5.9,4.1,4.5,4.1,9.5,11.3,0,1,1,0,1,0,0,0,0
101,1.5,1.5,1.8,2.4,0.1,0.1,1.9,2.1,4.8,4.2,4.5,3.4,9.1,10.4,1,5,-1,1,1,1,1,1,1
102,1.0,1.1,2.3,1.7,0.1,0.1,1.4,1.7,5.6,3.9,3.8,3.8,10.4,12.0,0,2,1,0,1,1,0,0,0
103,1.2,1.3,0.9,1.8,0.0,0.1,1.7,2.8,5.1,3.8,5.0,5.0,11.1,10.3,0,2,-1,1,1,1,0,0,0
104,2.7,1.4,0.8,2.1,0.1,0.1,1.2,2.3,8.2,5.4,6.8,4.6,7.8,13.3,1,7,1,1,1,1,1,1,1
105,1.0,1.3,3.0,1.8,0.2,0.1,2.5,2.6,4.1,3.1,3.8,3.9,11.0,12.7,1,3,-1,1,1,1,1,0,0
106,2.6,2.3,1.2,0.7,0.1,0.1,1.7,1.5,5.9,6.7,6.5,5.3,9.8,10.3,1,1,1,0,1,0,0,0,0
107,1.4,1.5,1.6,1.7,0.1,0.1,1.5,2.4,4.3,6.3,3.9,4.5,10.7,10.6,1,2,0,0,1,1,0,0,0
108,1.5,1.9,1.9,1.3,0.0,0.2,1.9,2.1,6.6,6.5,4.4,5.4,11.6,12.3,0,2,1,1,1,1,0,0,0
109,2.0,1.7,1.4,1.9,0.1,0.1,2.1,3.1,7.2,4.6,6.4,4.8,10.9,12.8,0,5,-1,1,1,1,1,1,1
110,1.4,1.9,1.6,1.8,0.1,0.1,2.6,2.5,5.2,5.2,4.4,4.9,12.4,11.5,1,3,1,1,1,1,1,0,0
111,2.5,1.2,0.8,1.8,0.1,0.3,1.8,2.3,6.8,3.9,6.7,3.6,10.3,12.1,1,4,-1,1,1,1,1,1,0
112,1.9,0.9,1.4,1.7,0.1,0.1,1.9,2.4,5.4,4.6,5.1,3.5,12.0,13.0,0,5,1,1,1,1,1,1,1
113,1.6,1.3,1.5,2.5,0.0,0.0,1.9,1.8,7.8,4.1,6.1,3.0,9.6,11.7,1,1,1,0,1,0,0,0,0
114,1.4,1.9,1.5,2.1,0.1,0.0,1.9,2.3,7.1,4.3,5.2,4.7,13.3,10.4,1,2,1,0,1,1,0,0,0
115,2.5,1.3,1.5,1.9,0.1,0.1,2.5,2.2,6.0,5.3,5.5,4.9,11.2,10.7,1,4,-1,1,1,1,1,1,0
116,1.6,0.8,1.4,2.5,0.1,0.1,1.9,2.4,7.1,3.4,5.9,3.0,11.5,11.3,0,2,-1,1,1,1,0,0,0
117,2.6,1.4,0.9,1.6,0.1,0.1,1.4,2.7,8.6,4.9,9.2,4.6,12.0,11.1,1,3,1,0,1,1,1,0,0
118,1.6,1.2,1.5,1.9,0.1,0.1,1.9,2.5,4.7,3.5,4.5,3.8,10.2,11.8,1,5,1,1,1,1,1,1,1
119,2.3,2.4,1.4,0.9,0.1,0.0,2.4,1.5,6.1,6.7,6.5,7.8,10.6,7.3,0,8,-1,1,1,1,1,1,1
120,2.7,1.9,0.8,1.3,0.1,0.2,1.2,2.1,8.2,6.5,6.8,5.4,7.8,12.3,0,2,1,1,1,1,0,0,0
121,1.0,1.5,2.3,2.4,0.1,0.1,1.4,2.1,5.6,4.2,3.8,3.4,10.4,10.4,0,3,-1,1,1,1,1,0,0
122,1.5,1.1,1.9,1.7,0.0,0.1,1.9,1.7,6.6,3.9,4.4,3.8,11.6,12.0,1,3,-1,1,1,1,1,0,0
123,2.6,1.7,1.2,1.9,0.1,0.1,1.7,3.1,5.9,4.6,6.5,4.8,9.8,12.8,1,5,-1,1,1,1,1,1,1
124,1.4,1.3,1.6,1.8,0.1,0.1,1.5,2.8,4.3,3.8,3.9,5.0,10.7,10.3,0,5,0,1,1,1,1,1,1
