,LocalFavor,VisitFavor,LocalContra,VisitContra,LocalRoja,VisitRoja,LocalAmarilla,VisitAmarilla,LocalCorner,VisitCorner,LocalTiros,VisitTiros,LocalFaltas,VisitFaltas,Resultado,FTG,Corner10,Ambos,UO_0.5,UO_1.5,UO_2.5,UO_3.5,UO_4.5
125,1.0,1.4,3.0,2.1,0.2,0.1,2.5,2.3,4.1,5.4,3.8,4.6,11.0,13.3,0,4,1,1,1,1,1,1,0
126,1.5,2.3,1.8,0.7,0.1,0.1,1.9,1.5,4.8,6.7,4.5,5.3,9.1,10.3,0,1,-1,0,1,0,0,0,0
127,2.0,1.5,1.4,1.7,0.1,0.1,2.1,2.4,7.2,6.3,6.4,4.5,10.9,10.6,0,3,1,1,1,1,1,0,0
128,1.2,1.4,0.9,1.6,0.0,0.1,1.7,2.3,5.1,4.1,5.0,4.1,11.1,11.3,0,3,1,0,1,1,1,0,0
129,1.6,1.3,1.3,1.8,0.1,0.1,1.9,2.6,5.9,3.1,4.5,3.9,9.5,12.7,1,5,-1,1,1,1,1,1,1
130,2.5,1.3,0.8,1.8,0.1,0.1,1.8,2.6,6.8,3.1,6.7,3.9,10.3,12.7,1,3,-1,1,1,1,1,0,0
131,1.5,1.3,1.8,2.5,0.1,0.0,1.9,1.8,4.8,4.1,4.5,3.0,9.1,11.7,1,4,1,1,1,1,1,1,0
132,1.0,0.8,2.3,2.5,0.1,0.1,1.4,2.4,5.6,3.4,3.8,3.0,10.4,11.3,1,5,-1,0,1,1,1,1,1
133,1.4,0.9,1.6,1.7,0.1,0.1,1.5,2.4,4.3,4.6,3.9,3.5,10.7,13.0,0,1,-1,0,1,0,0,0,0
134,2.6,1.4,1.2,1.6,0.1,0.1,1.7,2.3,5.9,4.1,6.5,4.1,9.8,11.3,1,1,0,0,1,0,0,0,0
135,1.4,1.5,1.5,1.7,0.1,0.1,1.9,2.4,7.1,6.3,5.2,4.5,13.3,10.6,0,4,1,1,1,1,1,1,0
136,2.3,1.3,1.4,1.8,0.1,0.1,2.4,2.8,6.1,3.8,6.5,5.0,10.6,10.3,1,5,1,1,1,1,1,1,1
137,2.6,1.3,0.9,1.9,0.1,0.1,1.4,2.2,8.6,5.3,9.2,4.9,12.0,10.7,1,7,-1,1,1,1,1,1,1
138,1.6,1.1,1.5,1.7,0.1,0.1,1.9,1.7,4.7,3.9,4.5,3.8,10.2,12.0,0,2,-1,1,1,1,0,0,0
139,2.7,1.9,0.8,1.8,0.1,0.1,1.2,2.5,8.2,5.2,6.8,4.9,7.8,11.5,0,6,1,1,1,1,1,1,1
140,1.4,1.2,1.6,1.8,0.1,0.3,2.6,2.3,5.2,3.9,4.4,3.6,12.4,12.1,1,1,1,0,1,0,0,0,0
141,1.5,2.3,1.9,0.7,0.0,0.1,1.9,1.5,6.6,6.7,4.4,5.3,11.6,10.3,0,7,1,1,1,1,1,1,1
142,1.6,1.4,1.4,1.6,0.1,0.1,1.9,2.7,7.1,4.9,5.9,4.6,11.5,11.1,1,3,0,1,1,1,1,0,0
143,1.9,1.4,1.4,2.1,0.1,0.1,1.9,2.3,5.4,5.4,5.1,4.6,12.0,13.3,0,2,1,0,1,1,0,0,0
144,1.6,1.2,1.3,1.9,0.1,0.1,1.9,2.5,5.9,3.5,4.5,3.8,9.5,11.8,1,5,-1,0,1,1,1,1,1
145,1.0,1.9,3.0,1.3,0.2,0.2,2.5,2.1,4.1,6.5,3.8,5.4,11.0,12.3,0,2,1,0,1,1,0,0,0
146,2.5,2.4,1.5,0.9,0.1,0.0,2.5,1.5,6.0,6.7,5.5,7.8,11.2,7.3,1,1,-1,0,1,0,0,0,0
147,1.6,1.7,1.5,1.9,0.0,0.1,1.9,3.1,7.8,4.6,6.1,4.8,9.6,12.8,1,3,1,1,1,1,1,0,0
148,1.2,1.9,0.9,2.1,0.0,0.0,1.7,2.3,5.1,4.3,5.0,4.7,11.1,10.4,1,3,-1,0,1,1,1,0,0
149,2.0,1.5,1.4,2.4,0.1,0.1,2.1,2.1,7.2,4.2,6.4,3.4,10.9,10.4,0,3,1,1,1,1,1,0,0
150,1.9,1.9,1.4,1.3,0.1,0.2,1.9,2.1,5.4,6.5,5.1,5.4,12.0,12.3,0,3,1,1,1,1,1,0,0
151,1.6,1.2,1.4,1.8,0.1,0.3,1.9,2.3,7.1,3.9,5.9,3.6,11.5,12.1,0,2,0,1,1,1,0,0,0
152,1.6,1.4,1.5,2.1,0.0,0.1,1.9,2.3,7.8,5.4,6.1,4.6,9.6,13.3,0,3,1,0,1,1,1,0,0
153,1.0,1.4,3.0,1.6,0.2,0.1,2.5,2.7,4.1,4.9,3.8,4.6,11.0,11.1,1,1,-1,0,1,0,0,0,0
154,1.4,1.2,1.6,1.9,0.1,0.1,2.6,2.5,5.2,3.5,4.4,3.8,12.4,11.8,0,2,-1,1,1,1,0,0,0
155,2.5,2.3,1.5,0.7,0.1,0.1,2.5,1.5,6.0,6.7,5.5,5.3,11.2,10.3,1,1,-1,0,1,0,0,0,0
156,1.2,1.7,0.9,1.9,0.0,0.1,1.7,3.1,5.1,4.6,5.0,4.8,11.1,12.8,1,2,1,0,1,1,0,0,0
157,1.6,1.5,1.3,2.4,0.1,0.1,1.9,2.1,5.9,4.2,4.5,3.4,9.5,10.4,1,5,-1,0,1,1,1,1,1
158,1.5,2.4,1.9,0.9,0.0,0.0,1.9,1.5,6.6,6.7,4.4,7.8,11.6,7.3,0,3,-1,1,1,1,1,0,0
159,2.0,1.9,1.4,2.1,0.1,0.0,2.1,2.3,7.2,4.3,6.4,4.7,10.9,10.4,1,5,-1,1,1,1,1,1,1
160,1.4,1.9,1.6,1.8,0.1,0.1,1.5,2.5,4.3,5.2,3.9,4.9,10.7,11.5,0,2,0,0,1,1,0,0,0
161,2.3,0.8,1.4,2.5,0.1,0.1,2.4,2.4,6.1,3.4,6.5,3.0,10.6,11.3,1,2,1,0,1,1,0,0,0
162,2.7,1.1,0.8,1.7,0.1,0.1,1.2,1.7,8.2,3.9,6.8,3.8,7.8,12.0,0,4,-1,1,1,1,1,1,0
163,2.6,1.3,1.2,1.9,0.1,0.1,1.7,2.2,5.9,5.3,6.5,4.9,9.8,10.7,1,3,-1,0,1,1,1,0,0
164,1.0,0.9,2.3,1.7,0.1,0.1,1.4,2.4,5.6,4.6,3.8,3.5,10.4,13.0,0,2,1,0,1,1,0,0,0
165,2.5,1.3,0.8,1.8,0.1,0.1,1.8,2.8,6.8,3.8,6.7,5.0,10.3,10.3,1,2,1,0,1,1,0,0,0
166,1.5,1.5,1.8,1.7,0.1,0.1,1.9,2.4,4.8,6.3,4.5,4.5,9.1,10.6,0,3,1,1,1,1,1,0,0
167,1.6,1.3,1.5,1.8,0.1,0.1,1.9,2.6,4.7,3.1,4.5,3.9,10.2,12.7,1,3,1,0,1,1,1,0,0
168,2.6,1.4,0.9,1.6,0.1,0.1,1.4,2.3,8.6,4.1,9.2,4.1,12.0,11.3,0,0,1,0,0,0,0,0,0
169,1.9,1.3,1.4,1.8,0.1,0.1,1.9,2.8,5.4,3.8,5.1,5.0,12.0,10.3,0,2,-1,1,1,1,0,0,0
170,2.5,0.8,1.5,2.5,0.1,0.1,2.5,2.4,6.0,3.4,5.5,3.0,11.2,11.3,0,2,0,1,1,1,0,0,0
171,1.6,1.4,1.5,1.6,0.1,0.1,1.9,2.3,4.7,4.1,4.5,4.1,10.2,11.3,1,2,-1,0,1,1,0,0,0
172,1.6,1.2,1.3,1.8,0.1,0.3,1.9,2.3,5.9,3.9,4.5,3.6,9.5,12.1,0,2,1,0,1,1,0,0,0
173,1.5,1.9,1.9,2.1,0.0,0.0,1.9,2.3,6.6,4.3,4.4,4.7,11.6,10.4,1,1,1,0,1,0,0,0,0
174,1.4,1.4,1.6,2.1,0.1,0.1,1.5,2.3,4.3,5.4,3.9,4.6,10.7,13.3,0,5,1,1,1,1,1,1,1
175,2.0,0.9,1.4,1.7,0.1,0.1,2.1,2.4,7.2,4.6,6.4,3.5,10.9,13.0,1,3,1,1,1,1,1,0,0
176,2.6,2.3,0.9,0.7,0.1,0.1,1.4,1.5,8.6,6.7,9.2,5.3,12.0,10.3,0,2,-1,1,1,1,0,0,0
177,1.4,1.7,1.6,1.9,0.1,0.1,2.6,3.1,5.2,4.6,4.4,4.8,12.4,12.8,1,3,1,1,1,1,1,0,0
178,2.6,1.2,1.2,1.9,0.1,0.1,1.7,2.5,5.9,3.5,6.5,3.8,9.8,11.8,0,4,1,1,1,1,1,1,0
179,1.4,1.3,1.5,1.9,0.1,0.1,1.9,2.2,7.1,5.3,5.2,4.9,13.3,10.7,1,3,1,0,1,1,1,0,0
180,1.0,1.3,3.0,2.5,0.2,0.0,2.5,1.8,4.1,4.1,3.8,3.0,11.0,11.7,0,5,1,1,1,1,1,1,1
181,1.0,1.9,2.3,1.3,0.1,0.2,1.4,2.1,5.6,6.5,3.8,5.4,10.4,12.3,0,2,-1,0,1,1,0,0,0
182,1.6,1.5,1.5,1.7,0.0,0.1,1.9,2.4,7.8,6.3,6.1,4.5,9.6,10.6,1,5,-1,1,1,1,1,1,1
183,1.5,1.3,1.8,1.8,0.1,0.1,1.9,2.6,4.8,3.1,4.5,3.9,9.1,12.7,0,5,0,1,1,1,1,1,1
184,2.3,1.1,1.4,1.7,0.1,0.1,2.4,1.7,6.1,3.9,6.5,3.8,10.6,12.0,1,3,-1,1,1,1,1,0,0
185,1.2,2.4,0.9,0.9,0.0,0.0,1.7,1.5,5.1,6.7,5.0,7.8,11.1,7.3,0,4,1,1,1,1,1,1,0
186,1.6,1.9,1.4,1.8,0.1,0.1,1.9,2.5,7.1,5.2,5.9,4.9,11.5,11.5,1,6,1,1,1,1,1,1,1
187,2.5,1.5,0.8,2.4,0.1,0.1,1.8,2.1,6.8,4.2,6.7,3.4,10.3,10.4,0,2,1,0,1,1,0,0,0
188,1.5,1.7,1.9,1.9,0.0,0.1,1.9,3.1,6.6,4.6,4.4,4.8,11.6,12.8,0,5,-1,1,1,1,1,1,1
189,2.5,1.2,1.5,1.8,0.1,0.3,2.5,2.3,6.0,3.9,5.5,3.6,11.2,12.1,1,5,-1,1,1,1,1,1,1
190,1.9,1.4,1.4,1.6,0.1,0.1,1.9,2.7,5.4,4.9,5.1,4.6,12.0,11.1,1,4,1,1,1,1,1,1,0
191,2.7,0.8,0.8,2.5,0.1,0.1,1.2,2.4,8.2,3.4,6.8,3.0,7.8,11.3,1,2,1,0,1,1,0,0,0
192,1.4,0.9,1.6,1.7,0.1,0.1,2.6,2.4,5.2,4.6,4.4,3.5,12.4,13.0,1,3,-1,0,1,1,1,0,0
193,1.4,1.4,1.6,1.6,0.1,0.1,1.5,2.3,4.3,4.1,3.9,4.1,10.7,11.3,1,3,-1,1,1,1,1,0,0
194,1.6,2.3,1.3,0.7,0.1,0.1,1.9,1.5,5.9,6.7,4.5,5.3,9.5,10.3,1,3,-1,1,1,1,1,0,0
195,2.0,1.4,1.4,2.1,0.1,0.1,2.1,2.3,7.2,5.4,6.4,4.6,10.9,13.3,1,4,1,1,1,1,1,1,0
196,2.6,1.9,0.9,2.1,0.1,0.0,1.4,2.3,8.6,4.3,9.2,4.7,12.0,10.4,1,6,0,1,1,1,1,1,1
197,1.6,1.3,1.5,1.8,0.1,0.1,1.9,2.8,4.7,3.8,4.5,5.0,10.2,10.3,0,0,-1,0,0,0,0,0,0
198,1.0,1.3,2.3,2.5,0.1,0.0,1.4,1.8,5.6,4.1,3.8,3.0,10.4,11.7,0,2,0,1,1,1,0,0,0
199,2.3,1.3,1.4,1.9,0.1,0.1,2.4,2.2,6.1,5.3,6.5,4.9,10.6,10.7,1,1,0,0,1,0,0,0,0
200,2.6,2.4,1.2,0.9,0.1,0.0,1.7,1.5,5.9,6.7,6.5,7.8,9.8,7.3,0,5,1,1,1,1,1,1,1
201,1.2,1.5,0.9,1.7,0.0,0.1,1.7,2.4,5.1,6.3,5.0,4.5,11.1,10.6,0,0,-1,0,0,0,0,0,0
202,1.6,1.9,1.5,1.8,0.0,0.1,1.9,2.5,7.8,5.2,6.1,4.9,9.6,11.5,0,4,1,1,1,1,1,1,0
203,2.5,1.1,0.8,1.7,0.1,0.1,1.8,1.7,6.8,3.9,6.7,3.8,10.3,12.0,1,5,1,0,1,1,1,1,1
204,1.5,1.2,1.8,1.9,0.1,0.1,1.9,2.5,4.8,3.5,4.5,3.8,9.1,11.8,1,5,0,1,1,1,1,1,1
205,1.0,1.5,3.0,2.4,0.2,0.1,2.5,2.1,4.1,4.2,3.8,3.4,11.0,10.4,0,4,-1,1,1,1,1,1,0
206,1.4,1.9,1.5,1.3,0.1,0.2,1.9,2.1,7.1,6.5,5.2,5.4,13.3,12.3,0,4,1,0,1,1,1,1,0
207,1.6,1.3,1.4,1.8,0.1,0.1,1.9,2.6,7.1,3.1,5.9,3.9,11.5,12.7,0,0,0,0,0,0,0,0,0
208,1.4,2.3,1.6,0.7,0.1,0.1,1.5,1.5,4.3,6.7,3.9,5.3,10.7,10.3,0,3,1,1,1,1,1,0,0
209,1.6,0.9,1.3,1.7,0.1,0.1,1.9,2.4,5.9,4.6,4.5,3.5,9.5,13.0,0,0,1,0,0,0,0,0,0
210,1.5,1.3,1.9,1.8,0.0,0.1,1.9,2.8,6.6,3.8,4.4,5.0,11.6,10.3,1,4,1,0,1,1,1,1,0
211,1.9,0.8,1.4,2.5,0.1,0.1,1.9,2.4,5.4,3.4,5.1,3.0,12.0,11.3,1,5,1,1,1,1,1,1,1
212,2.5,1.9,1.5,2.1,0.1,0.0,2.5,2.3,6.0,4.3,5.5,4.7,11.2,10.4,0,4,1,1,1,1,1,1,0
213,2.7,1.2,0.8,1.8,0.1,0.3,1.2,2.3,8.2,3.9,6.8,3.6,7.8,12.1,1,4,0,1,1,1,1,1,0
214,2.0,1.4,1.4,1.6,0.1,0.1,2.1,2.7,7.2,4.9,6.4,4.6,10.9,11.1,1,5,-1,1,1,1,1,1,1
215,2.6,1.7,0.9,1.9,0.1,0.1,1.4,3.1,8.6,4.6,9.2,4.8,12.0,12.8,1,5,-1,1,1,1,1,1,1
216,1.6,1.4,1.5,2.1,0.1,0.1,1.9,2.3,4.7,5.4,4.5,4.6,10.2,13.3,0,2,-1,1,1,1,0,0,0
217,1.4,1.4,1.6,1.6,0.1,0.1,2.6,2.3,5.2,4.1,4.4,4.1,12.4,11.3,0,7,-1,1,1,1,1,1,1
218,1.2,1.9,0.9,1.8,0.0,0.1,1.7,2.5,5.1,5.2,5.0,4.9,11.1,11.5,0,4,1,1,1,1,1,1,0
219,1.6,1.1,1.4,1.7,0.1,0.1,1.9,1.7,7.1,3.9,5.9,3.8,11.5,12.0,1,5,-1,1,1,1,1,1,1
220,1.0,1.3,2.3,1.9,0.1,0.1,1.4,2.2,5.6,5.3,3.8,4.9,10.4,10.7,0,4,1,1,1,1,1,1,0
221,2.6,1.3,1.2,2.5,0.1,0.0,1.7,1.8,5.9,4.1,6.5,3.0,9.8,11.7,0,8,0,1,1,1,1,1,1
222,1.0,1.5,3.0,1.7,0.2,0.1,2.5,2.4,4.1,6.3,3.8,4.5,11.0,10.6,0,5,-1,0,1,1,1,1,1
223,1.4,1.2,1.5,1.9,0.1,0.1,1.9,2.5,7.1,3.5,5.2,3.8,13.3,11.8,0,2,1,1,1,1,0,0,0
224,2.3,1.3,1.4,1.8,0.1,0.1,2.4,2.6,6.1,3.1,6.5,3.9,10.6,12.7,0,6,1,1,1,1,1,1,1
225,1.6,1.5,1.5,2.4,0.0,0.1,1.9,2.1,7.8,4.2,6.1,3.4,9.6,10.4,1,3,1,0,1,1,1,0,0
226,2.5,1.9,0.8,1.3,0.1,0.2,1.8,2.1,6.8,6.5,6.7,5.4,10.3,12.3,1,4,-1,1,1,1,1,1,0
227,1.5,2.4,1.8,0.9,0.1,0.0,1.9,1.5,4.8,6.7,4.5,7.8,9.1,7.3,0,4,1,1,1,1,1,1,0
228,2.7,0.9,0.8,1.7,0.1,0.1,1.2,2.4,8.2,4.6,6.8,3.5,7.8,13.0,1,2,-1,0,1,1,0,0,0
229,1.6,1.4,1.3,2.1,0.1,0.1,1.9,2.3,5.9,5.4,4.5,4.6,9.5,13.3,1,4,1,1,1,1,1,1,0
230,2.6,1.2,0.9,1.8,0.1,0.3,1.4,2.3,8.6,3.9,9.2,3.6,12.0,12.1,1,4,1,1,1,1,1,1,0
231,1.5,0.8,1.9,2.5,0.0,0.1,1.9,2.4,6.6,3.4,4.4,3.0,11.6,11.3,0,4,1,1,1,1,1,1,0
232,2.0,1.3,1.4,1.8,0.1,0.1,2.1,2.8,7.2,3.8,6.4,5.0,10.9,10.3,1,3,1,1,1,1,1,0,0
233,1.4,1.4,1.6,1.6,0.1,0.1,2.6,2.7,5.2,4.9,4.4,4.6,12.4,11.1,0,2,1,0,1,1,0,0,0
234,1.4,1.9,1.6,2.1,0.1,0.0,1.5,2.3,4.3,4.3,3.9,4.7,10.7,10.4,0,5,-1,1,1,1,1,1,1
235,1.6,2.3,1.5,0.7,0.1,0.1,1.9,1.5,4.7,6.7,4.5,5.3,10.2,10.3,0,6,-1,0,1,1,1,1,1
236,2.5,1.4,1.5,1.6,0.1,0.1,2.5,2.3,6.0,4.1,5.5,4.1,11.2,11.3,0,3,1,1,1,1,1,0,0
237,1.9,1.7,1.4,1.9,0.1,0.1,1.9,3.1,5.4,4.6,5.1,4.8,12.0,12.8,0,4,-1,1,1,1,1,1,0
238,1.5,1.9,1.8,1.3,0.1,0.2,1.9,2.1,4.8,6.5,4.5,5.4,9.1,12.3,0,5,-1,1,1,1,1,1,1
239,1.0,2.3,2.3,0.7,0.1,0.1,1.4,1.5,5.6,6.7,3.8,5.3,10.4,10.3,0,5,0,0,1,1,1,1,1
240,1.6,1.5,1.3,1.7,0.1,0.1,1.9,2.4,5.9,6.3,4.5,4.5,9.5,10.6,0,3,-1,1,1,1,1,0,0
241,2.6,1.4,1.2,2.1,0.1,0.1,1.7,2.3,5.9,5.4,6.5,4.6,9.8,13.3,0,4,-1,1,1,1,1,1,0
242,1.4,1.5,1.6,2.4,0.1,0.1,1.5,2.1,4.3,4.2,3.9,3.4,10.7,10.4,1,2,-1,0,1,1,0,0,0
243,2.0,1.3,1.4,1.8,0.1,0.1,2.1,2.6,7.2,3.1,6.4,3.9,10.9,12.7,0,3,1,1,1,1,1,0,0
244,2.7,1.7,0.8,1.9,0.1,0.1,1.2,3.1,8.2,4.6,6.8,4.8,7.8,12.8,0,2,1,1,1,1,0,0,0
245,1.0,1.3,3.0,1.8,0.2,0.1,2.5,2.8,4.1,3.8,3.8,5.0,11.0,10.3,0,5,1,0,1,1,1,1,1
246,1.5,1.4,1.9,1.6,0.0,0.1,1.9,2.3,6.6,4.1,4.4,4.1,11.6,11.3,0,3,1,1,1,1,1,0,0
247,1.2,1.1,0.9,1.7,0.0,0.1,1.7,1.7,5.1,3.9,5.0,3.8,11.1,12.0,0,2,-1,1,1,1,0,0,0
248,2.7,1.4,0.8,1.6,0.1,0.1,1.2,2.7,8.2,4.9,6.8,4.6,7.8,11.1,1,1,1,0,1,0,0,0,0
249,2.6,1.3,0.9,2.5,0.1,0.0,1.4,1.8,8.6,4.1,9.2,3.0,12.0,11.7,1,5,1,1,1,1,1,1,1
250,2.5,1.2,1.5,1.9,0.1,0.1,2.5,2.5,6.0,3.5,5.5,3.8,11.2,11.8,1,6,-1,1,1,1,1,1,1
251,1.6,0.9,1.4,1.7,0.1,0.1,1.9,2.4,7.1,4.6,5.9,3.5,11.5,13.0,0,2,1,1,1,1,0,0,0
