,LocalFavor,VisitFavor,LocalContra,VisitContra,LocalRoja,VisitRoja,LocalAmarilla,VisitAmarilla,LocalCorner,VisitCorner,LocalTiros,VisitTiros,LocalFaltas,VisitFaltas,Resultado,FTG,Corner10,Ambos,UO_0.5,UO_1.5,UO_2.5,UO_3.5,UO_4.5
252,1.9,1.2,1.4,1.8,0.1,0.3,1.9,2.3,5.4,3.9,5.1,3.6,12.0,12.1,1,3,1,0,1,1,1,0,0
253,1.6,1.3,1.5,1.9,0.0,0.1,1.9,2.2,7.8,5.3,6.1,4.9,9.6,10.7,0,3,1,1,1,1,1,0,0
254,1.4,2.4,1.5,0.9,0.1,0.0,1.9,1.5,7.1,6.7,5.2,7.8,13.3,7.3,0,1,1,0,1,0,0,0,0
255,2.5,1.9,0.8,2.1,0.1,0.0,1.8,2.3,6.8,4.3,6.7,4.7,10.3,10.4,1,5,-1,1,1,1,1,1,1
256,1.4,0.8,1.6,2.5,0.1,0.1,2.6,2.4,5.2,3.4,4.4,3.0,12.4,11.3,1,1,1,0,1,0,0,0,0
257,1.6,1.4,1.5,1.6,0.1,0.1,1.9,2.7,4.7,4.9,4.5,4.6,10.2,11.1,1,6,-1,1,1,1,1,1,1
258,1.5,1.7,1.8,1.9,0.1,0.1,1.9,3.1,4.8,4.6,4.5,4.8,9.1,12.8,0,4,-1,1,1,1,1,1,0
259,1.2,1.5,0.9,2.4,0.0,0.1,1.7,2.1,5.1,4.2,5.0,3.4,11.1,10.4,0,4,-1,1,1,1,1,1,0
260,1.6,1.3,1.3,1.8,0.1,0.1,1.9,2.8,5.9,3.8,4.5,5.0,9.5,10.3,1,3,-1,0,1,1,1,0,0
261,2.6,1.3,1.2,1.8,0.1,0.1,1.7,2.6,5.9,3.1,6.5,3.9,9.8,12.7,1,3,-1,0,1,1,1,0,0
262,1.4,1.9,1.6,1.3,0.1,0.2,1.5,2.1,4.3,6.5,3.9,5.4,10.7,12.3,0,1,1,0,1,0,0,0,0
263,2.0,1.1,1.4,1.7,0.1,0.1,2.1,1.7,7.2,3.9,6.4,3.8,10.9,12.0,1,4,1,1,1,1,1,1,0
264,1.5,1.5,1.9,1.7,0.0,0.1,1.9,2.4,6.6,6.3,4.4,4.5,11.6,10.6,0,5,1,1,1,1,1,1,1
265,1.0,1.4,2.3,2.1,0.1,0.1,1.4,2.3,5.6,5.4,3.8,4.6,10.4,13.3,0,2,-1,0,1,1,0,0,0
266,2.7,1.4,0.8,1.6,0.1,0.1,1.2,2.3,8.2,4.1,6.8,4.1,7.8,11.3,1,4,1,1,1,1,1,1,0
267,1.0,2.3,3.0,0.7,0.2,0.1,2.5,1.5,4.1,6.7,3.8,5.3,11.0,10.3,0,6,-1,0,1,1,1,1,1
268,1.6,0.9,1.5,1.7,0.0,0.1,1.9,2.4,7.8,4.6,6.1,3.5,9.6,13.0,1,2,1,0,1,1,0,0,0
269,1.4,0.8,1.5,2.5,0.1,0.1,1.9,2.4,7.1,3.4,5.2,3.0,13.3,11.3,0,4,1,1,1,1,1,1,0
270,1.9,1.3,1.4,2.5,0.1,0.0,1.9,1.8,5.4,4.1,5.1,3.0,12.0,11.7,0,2,1,1,1,1,0,0,0
271,1.4,1.3,1.6,1.9,0.1,0.1,2.6,2.2,5.2,5.3,4.4,4.9,12.4,10.7,1,3,-1,1,1,1,1,0,0
272,2.5,1.4,0.8,1.6,0.1,0.1,1.8,2.7,6.8,4.9,6.7,4.6,10.3,11.1,1,3,1,1,1,1,1,0,0
273,2.5,1.9,1.5,1.8,0.1,0.1,2.5,2.5,6.0,5.2,5.5,4.9,11.2,11.5,0,4,0,0,1,1,1,1,0
274,1.6,1.2,1.4,1.9,0.1,0.1,1.9,2.5,7.1,3.5,5.9,3.8,11.5,11.8,1,1,-1,0,1,0,0,0,0
275,1.6,1.2,1.5,1.8,0.1,0.3,1.9,2.3,4.7,3.9,4.5,3.6,10.2,12.1,0,4,-1,1,1,1,1,1,0
276,2.6,2.4,0.9,0.9,0.1,0.0,1.4,1.5,8.6,6.7,9.2,7.8,12.0,7.3,0,2,1,1,1,1,0,0,0
277,2.3,1.9,1.4,2.1,0.1,0.0,2.4,2.3,6.1,4.3,6.5,4.7,10.6,10.4,1,5,-1,1,1,1,1,1,1
278,1.4,1.3,1.5,2.5,0.1,0.0,1.9,1.8,7.1,4.1,5.2,3.0,13.3,11.7,1,7,1,1,1,1,1,1,1
279,1.0,1.4,2.3,1.6,0.1,0.1,1.4,2.7,5.6,4.9,3.8,4.6,10.4,11.1,1,3,-1,1,1,1,1,0,0
280,1.5,1.2,1.9,1.9,0.0,0.1,1.9,2.5,6.6,3.5,4.4,3.8,11.6,11.8,0,2,1,1,1,1,0,0,0
281,1.6,1.9,1.3,1.8,0.1,0.1,1.9,2.5,5.9,5.2,4.5,4.9,9.5,11.5,1,3,-1,0,1,1,1,0,0
282,1.6,1.5,1.5,1.7,0.1,0.1,1.9,2.4,4.7,6.3,4.5,4.5,10.2,10.6,0,2,1,1,1,1,0,0,0
283,2.6,1.5,1.2,2.4,0.1,0.1,1.7,2.1,5.9,4.2,6.5,3.4,9.8,10.4,1,7,-1,1,1,1,1,1,1
284,1.4,0.9,1.5,1.7,0.1,0.1,1.9,2.4,7.1,4.6,5.2,3.5,13.3,13.0,1,3,1,1,1,1,1,0,0
285,2.3,1.2,1.4,1.8,0.1,0.3,2.4,2.3,6.1,3.9,6.5,3.6,10.6,12.1,0,4,1,1,1,1,1,1,0
286,1.4,1.1,1.6,1.7,0.1,0.1,1.5,1.7,4.3,3.9,3.9,3.8,10.7,12.0,0,2,0,1,1,1,0,0,0
287,1.0,1.3,3.0,1.9,0.2,0.1,2.5,2.2,4.1,5.3,3.8,4.9,11.0,10.7,0,6,1,1,1,1,1,1,1
288,2.0,1.3,1.4,2.5,0.1,0.0,2.1,1.8,7.2,4.1,6.4,3.0,10.9,11.7,1,3,-1,1,1,1,1,0,0
289,2.5,1.3,1.5,1.8,0.1,0.1,2.5,2.6,6.0,3.1,5.5,3.9,11.2,12.7,1,2,-1,0,1,1,0,0,0
290,1.5,1.4,1.8,1.6,0.1,0.1,1.9,2.3,4.8,4.1,4.5,4.1,9.1,11.3,0,2,1,1,1,1,0,0,0
291,2.6,1.3,0.9,1.8,0.1,0.1,1.4,2.8,8.6,3.8,9.2,5.0,12.0,10.3,1,3,1,1,1,1,1,0,0
292,2.7,2.3,0.8,0.7,0.1,0.1,1.2,1.5,8.2,6.7,6.8,5.3,7.8,10.3,0,0,1,0,0,0,0,0,0
293,2.6,0.9,1.2,1.7,0.1,0.1,1.7,2.4,5.9,4.6,6.5,3.5,9.8,13.0,0,2,0,1,1,1,0,0,0
294,1.4,1.3,1.6,1.9,0.1,0.1,1.5,2.2,4.3,5.3,3.9,4.9,10.7,10.7,1,4,1,1,1,1,1,1,0
295,1.4,1.1,1.5,1.7,0.1,0.1,1.9,1.7,7.1,3.9,5.2,3.8,13.3,12.0,1,1,1,0,1,0,0,0,0
296,1.0,1.3,2.3,1.8,0.1,0.1,1.4,2.6,5.6,3.1,3.8,3.9,10.4,12.7,0,2,1,1,1,1,0,0,0
297,1.6,1.9,1.5,1.8,0.1,0.1,1.9,2.5,4.7,5.2,4.5,4.9,10.2,11.5,0,2,1,1,1,1,0,0,0
298,2.5,1.3,0.8,2.5,0.1,0.0,1.8,1.8,6.8,4.1,6.7,3.0,10.3,11.7,1,2,-1,0,1,1,0,0,0
299,1.5,1.3,1.8,1.8,0.1,0.1,1.9,2.8,4.8,3.8,4.5,5.0,9.1,10.3,0,0,-1,0,0,0,0,0,0
300,2.7,1.5,0.8,1.7,0.1,0.1,1.2,2.4,8.2,6.3,6.8,4.5,7.8,10.6,1,5,-1,1,1,1,1,1,1
301,2.6,0.8,0.9,2.5,0.1,0.1,1.4,2.4,8.6,3.4,9.2,3.0,12.0,11.3,1,4,1,1,1,1,1,1,0
302,2.3,1.4,1.4,1.6,0.1,0.1,2.4,2.3,6.1,4.1,6.5,4.1,10.6,11.3,1,7,1,1,1,1,1,1,1
303,1.9,2.4,1.4,0.9,0.1,0.0,1.9,1.5,5.4,6.7,5.1,7.8,12.0,7.3,0,6,1,1,1,1,1,1,1
304,2.5,1.4,1.5,1.6,0.1,0.1,2.5,2.7,6.0,4.9,5.5,4.6,11.2,11.1,0,6,1,1,1,1,1,1,1
305,1.2,1.2,0.9,1.8,0.0,0.3,1.7,2.3,5.1,3.9,5.0,3.6,11.1,12.1,1,1,-1,0,1,0,0,0,0
306,1.6,1.9,1.3,2.1,0.1,0.0,1.9,2.3,5.9,4.3,4.5,4.7,9.5,10.4,0,1,1,0,1,0,0,0,0
307,1.5,1.4,1.9,2.1,0.0,0.1,1.9,2.3,6.6,5.4,4.4,4.6,11.6,13.3,1,3,-1,1,1,1,1,0,0
308,1.4,1.5,1.6,2.4,0.1,0.1,2.6,2.1,5.2,4.2,4.4,3.4,12.4,10.4,0,3,-1,1,1,1,1,0,0
309,1.6,2.3,1.4,0.7,0.1,0.1,1.9,1.5,7.1,6.7,5.9,5.3,11.5,10.3,0,3,1,0,1,1,1,0,0
310,1.6,1.9,1.5,1.3,0.0,0.2,1.9,2.1,7.8,6.5,6.1,5.4,9.6,12.3,0,4,1,1,1,1,1,1,0
311,1.0,1.7,3.0,1.9,0.2,0.1,2.5,3.1,4.1,4.6,3.8,4.8,11.0,12.8,0,4,1,1,1,1,1,1,0
312,2.0,1.2,1.4,1.9,0.1,0.1,2.1,2.5,7.2,3.5,6.4,3.8,10.9,11.8,1,4,1,1,1,1,1,1,0
313,2.6,1.9,1.2,1.8,0.1,0.1,1.7,2.5,5.9,5.2,6.5,4.9,9.8,11.5,1,4,1,0,1,1,1,1,0
314,1.5,0.8,1.8,2.5,0.1,0.1,1.9,2.4,4.8,3.4,4.5,3.0,9.1,11.3,1,2,-1,0,1,1,0,0,0
315,1.0,1.3,2.3,1.8,0.1,0.1,1.4,2.8,5.6,3.8,3.8,5.0,10.4,10.3,0,2,-1,1,1,1,0,0,0
316,2.7,1.3,0.8,2.5,0.1,0.0,1.2,1.8,8.2,4.1,6.8,3.0,7.8,11.7,1,6,1,1,1,1,1,1,1
317,1.4,1.3,1.6,1.8,0.1,0.1,1.5,2.6,4.3,3.1,3.9,3.9,10.7,12.7,0,4,1,1,1,1,1,1,0
318,1.4,1.4,1.5,1.6,0.1,0.1,1.9,2.3,7.1,4.1,5.2,4.1,13.3,11.3,0,4,-1,1,1,1,1,1,0
319,2.6,1.1,0.9,1.7,0.1,0.1,1.4,1.7,8.6,3.9,9.2,3.8,12.0,12.0,0,1,1,0,1,0,0,0,0
320,1.6,1.3,1.5,1.9,0.1,0.1,1.9,2.2,4.7,5.3,4.5,4.9,10.2,10.7,0,2,1,0,1,1,0,0,0
321,2.5,1.5,0.8,1.7,0.1,0.1,1.8,2.4,6.8,6.3,6.7,4.5,10.3,10.6,0,2,0,0,1,1,0,0,0
322,2.3,0.9,1.4,1.7,0.1,0.1,2.4,2.4,6.1,4.6,6.5,3.5,10.6,13.0,1,6,1,0,1,1,1,1,1
323,1.5,1.4,1.9,1.6,0.0,0.1,1.9,2.7,6.6,4.9,4.4,4.6,11.6,11.1,0,6,1,1,1,1,1,1,1
324,1.0,1.2,3.0,1.8,0.2,0.3,2.5,2.3,4.1,3.9,3.8,3.6,11.0,12.1,0,5,1,1,1,1,1,1,1
325,1.4,2.3,1.6,0.7,0.1,0.1,2.6,1.5,5.2,6.7,4.4,5.3,12.4,10.3,0,2,-1,0,1,1,0,0,0
326,1.2,1.2,0.9,1.9,0.0,0.1,1.7,2.5,5.1,3.5,5.0,3.8,11.1,11.8,1,2,0,0,1,1,0,0,0
327,2.5,1.4,1.5,2.1,0.1,0.1,2.5,2.3,6.0,5.4,5.5,4.6,11.2,13.3,1,4,1,1,1,1,1,1,0
328,1.9,1.5,1.4,2.4,0.1,0.1,1.9,2.1,5.4,4.2,5.1,3.4,12.0,10.4,1,7,-1,1,1,1,1,1,1
329,1.6,1.9,1.3,1.3,0.1,0.2,1.9,2.1,5.9,6.5,4.5,5.4,9.5,12.3,0,4,-1,1,1,1,1,1,0
330,2.5,1.7,0.8,1.9,0.1,0.1,1.8,3.1,6.8,4.6,6.7,4.8,10.3,12.8,1,5,-1,0,1,1,1,1,1
331,1.4,1.4,1.6,2.1,0.1,0.1,2.6,2.3,5.2,5.4,4.4,4.6,12.4,13.3,0,1,1,0,1,0,0,0,0
332,1.9,1.9,1.4,2.1,0.1,0.0,1.9,2.3,5.4,4.3,5.1,4.7,12.0,10.4,1,2,-1,0,1,1,0,0,0
333,1.2,1.9,0.9,1.3,0.0,0.2,1.7,2.1,5.1,6.5,5.0,5.4,11.1,12.3,1,2,1,0,1,1,0,0,0
334,1.6,0.8,1.5,2.5,0.0,0.1,1.9,2.4,7.8,3.4,6.1,3.0,9.6,11.3,1,6,1,1,1,1,1,1,1
335,1.6,2.4,1.4,0.9,0.1,0.0,1.9,1.5,7.1,6.7,5.9,7.8,11.5,7.3,0,4,-1,0,1,1,1,1,0
336,1.6,1.9,1.5,1.3,0.1,0.2,1.9,2.1,4.7,6.5,4.5,5.4,10.2,12.3,0,4,1,1,1,1,1,1,0
337,1.6,1.1,1.3,1.7,0.1,0.1,1.9,1.7,5.9,3.9,4.5,3.8,9.5,12.0,0,2,1,1,1,1,0,0,0
338,1.6,1.2,1.5,1.8,0.0,0.3,1.9,2.3,7.8,3.9,6.1,3.6,9.6,12.1,0,2,1,1,1,1,0,0,0
339,2.6,0.8,1.2,2.5,0.1,0.1,1.7,2.4,5.9,3.4,6.5,3.0,9.8,11.3,1,6,-1,1,1,1,1,1,1
340,1.4,1.3,1.6,2.5,0.1,0.0,2.6,1.8,5.2,4.1,4.4,3.0,12.4,11.7,1,3,-1,1,1,1,1,0,0
341,1.2,1.4,0.9,1.6,0.0,0.1,1.7,2.7,5.1,4.9,5.0,4.6,11.1,11.1,1,1,1,0,1,0,0,0,0
342,2.5,1.7,1.5,1.9,0.1,0.1,2.5,3.1,6.0,4.6,5.5,4.8,11.2,12.8,0,4,-1,1,1,1,1,1,0
343,1.4,1.3,1.5,1.8,0.1,0.1,1.9,2.8,7.1,3.8,5.2,5.0,13.3,10.3,1,3,0,0,1,1,1,0,0
344,2.0,2.3,1.4,0.7,0.1,0.1,2.1,1.5,7.2,6.7,6.4,5.3,10.9,10.3,0,5,1,1,1,1,1,1,1
345,1.4,2.4,1.6,0.9,0.1,0.0,1.5,1.5,4.3,6.7,3.9,7.8,10.7,7.3,0,2,-1,0,1,1,0,0,0
346,2.3,1.9,1.4,1.8,0.1,0.1,2.4,2.5,6.1,5.2,6.5,4.9,10.6,11.5,1,2,1,0,1,1,0,0,0
347,1.5,0.9,1.9,1.7,0.0,0.1,1.9,2.4,6.6,4.6,4.4,3.5,11.6,13.0,0,2,1,1,1,1,0,0,0
348,2.5,1.4,0.8,2.1,0.1,0.1,1.8,2.3,6.8,5.4,6.7,4.6,10.3,13.3,1,3,-1,0,1,1,1,0,0
349,1.5,1.3,1.8,1.9,0.1,0.1,1.9,2.2,4.8,5.3,4.5,4.9,9.1,10.7,0,0,1,0,0,0,0,0,0
350,1.0,1.9,2.3,2.1,0.1,0.0,1.4,2.3,5.6,4.3,3.8,4.7,10.4,10.4,0,5,1,1,1,1,1,1,1
351,1.0,1.2,3.0,1.9,0.2,0.1,2.5,2.5,4.1,3.5,3.8,3.8,11.0,11.8,0,4,-1,1,1,1,1,1,0
352,2.7,1.3,0.8,1.8,0.1,0.1,1.2,2.6,8.2,3.1,6.8,3.9,7.8,12.7,1,6,-1,1,1,1,1,1,1
353,1.6,1.5,1.4,1.7,0.1,0.1,1.9,2.4,7.1,6.3,5.9,4.5,11.5,10.6,1,1,0,0,1,0,0,0,0
354,2.3,1.5,1.4,2.4,0.1,0.1,2.4,2.1,6.1,4.2,6.5,3.4,10.6,10.4,1,5,1,0,1,1,1,1,1
355,2.6,1.9,0.9,1.8,0.1,0.1,1.4,2.5,8.6,5.2,9.2,4.9,12.0,11.5,1,6,1,1,1,1,1,1,1
356,1.9,1.4,1.4,1.6,0.1,0.1,1.9,2.3,5.4,4.1,5.1,4.1,12.0,11.3,1,4,-1,0,1,1,1,1,0
357,1.6,2.4,1.3,0.9,0.1,0.0,1.9,1.5,5.9,6.7,4.5,7.8,9.5,7.3,0,4,-1,0,1,1,1,1,0
358,1.4,1.4,1.5,1.6,0.1,0.1,1.9,2.7,7.1,4.9,5.2,4.6,13.3,11.1,0,3,1,1,1,1,1,0,0
359,1.2,0.8,0.9,2.5,0.0,0.1,1.7,2.4,5.1,3.4,5.0,3.0,11.1,11.3,1,1,-1,0,1,0,0,0,0
360,2.6,1.3,1.2,1.8,0.1,0.1,1.7,2.8,5.9,3.8,6.5,5.0,9.8,10.3,0,2,1,1,1,1,0,0,0
361,2.0,1.2,1.4,1.8,0.1,0.3,2.1,2.3,7.2,3.9,6.4,3.6,10.9,12.1,1,3,1,1,1,1,1,0,0
362,1.6,1.3,1.5,2.5,0.1,0.0,1.9,1.8,4.7,4.1,4.5,3.0,10.2,11.7,1,4,1,1,1,1,1,1,0
363,1.4,1.1,1.6,1.7,0.1,0.1,2.6,1.7,5.2,3.9,4.4,3.8,12.4,12.0,0,4,1,1,1,1,1,1,0
364,1.4,1.7,1.6,1.9,0.1,0.1,1.5,3.1,4.3,4.6,3.9,4.8,10.7,12.8,0,5,1,1,1,1,1,1,1
365,1.6,2.3,1.5,0.7,0.0,0.1,1.9,1.5,7.8,6.7,6.1,5.3,9.6,10.3,0,1,1,0,1,0,0,0,0
366,2.5,1.9,1.5,1.3,0.1,0.2,2.5,2.1,6.0,6.5,5.5,5.4,11.2,12.3,0,6,-1,1,1,1,1,1,1
367,2.0,2.4,1.4,0.9,0.1,0.0,2.1,1.5,7.2,6.7,6.4,7.8,10.9,7.3,0,2,1,0,1,1,0,0,0
368,1.6,1.7,1.4,1.9,0.1,0.1,1.9,3.1,7.1,4.6,5.9,4.8,11.5,12.8,0,3,0,1,1,1,1,0,0
369,1.6,1.9,1.5,2.1,0.0,0.0,1.9,2.3,7.8,4.3,6.1,4.7,9.6,10.4,1,5,1,1,1,1,1,1,1
370,2.5,0.9,0.8,1.7,0.1,0.1,1.8,2.4,6.8,4.6,6.7,3.5,10.3,13.0,1,3,-1,1,1,1,1,0,0
371,1.5,1.9,1.8,2.1,0.1,0.0,1.9,2.3,4.8,4.3,4.5,4.7,9.1,10.4,0,6,-1,1,1,1,1,1,1
372,1.6,1.4,1.4,1.6,0.1,0.1,1.9,2.3,7.1,4.1,5.9,4.1,11.5,11.3,0,2,1,0,1,1,0,0,0
373,1.0,1.2,2.3,1.9,0.1,0.1,1.4,2.5,5.6,3.5,3.8,3.8,10.4,11.8,0,3,-1,1,1,1,1,0,0
374,2.3,1.4,1.4,2.1,0.1,0.1,2.4,2.3,6.1,5.4,6.5,4.6,10.6,13.3,1,3,1,1,1,1,1,0,0
375,1.9,1.5,1.4,1.7,0.1,0.1,1.9,2.4,5.4,6.3,5.1,4.5,12.0,10.6,1,5,-1,0,1,1,1,1,1
376,2.6,1.3,0.9,1.8,0.1,0.1,1.4,2.6,8.6,3.1,9.2,3.9,12.0,12.7,1,2,1,0,1,1,0,0,0
377,1.5,1.3,1.9,1.9,0.0,0.1,1.9,2.2,6.6,5.3,4.4,4.9,11.6,10.7,0,6,-1,1,1,1,1,1,1
378,2.7,1.5,0.8,2.4,0.1,0.1,1.2,2.1,8.2,4.2,6.8,3.4,7.8,10.4,1,4,1,1,1,1,1,1,0
379,1.0,1.9,3.0,1.8,0.2,0.1,2.5,2.5,4.1,5.2,3.8,4.9,11.0,11.5,0,3,-1,0,1,1,1,0,0
